draw_number,numbers,bonus_number,prize_info,draw_date
356,"[2, 8, 14, 25, 29, 45]",24,"[{'rank': '1등', 'winners': '10,414,667,403원', 'prize_amount': '9', 'winners_per_prize': '1157185267.00000000'}, {'rank': '2등', 'winners': '1,735,777,929원', 'prize_amount': '37', 'winners_per_prize': '46912917.00000000'}, {'rank': '3등', 'winners': '1,735,778,790원', 'prize_amount': '1,263', 'winners_per_prize': '1374330.00000000'}, {'rank': '4등', 'winners': '3,471,616,282원', 'prize_amount': '61,162', 'winners_per_prize': '56761.00000000'}, {'rank': '5등', 'winners': '4,984,700,000원', 'prize_amount': '996,940', 'winners_per_prize': '5000.00000000'}]",2009년 09월 26일 추첨
357,"[10, 14, 18, 21, 36, 37]",5,"[{'rank': '1등', 'winners': '10,626,788,700원', 'prize_amount': '2', 'winners_per_prize': '5313394350.00000000'}, {'rank': '2등', 'winners': '1,771,131,474원', 'prize_amount': '27', 'winners_per_prize': '65597462.00000000'}, {'rank': '3등', 'winners': '1,771,132,176원', 'prize_amount': '1,116', 'winners_per_prize': '1587036.00000000'}, {'rank': '4등', 'winners': '3,542,273,721원', 'prize_amount': '56,547', 'winners_per_prize': '62643.00000000'}, {'rank': '5등', 'winners': '4,904,890,000원', 'prize_amount': '980,978', 'winners_per_prize': '5000.00000000'}]",2009년 10월 03일 추첨
358,"[1, 9, 10, 12, 21, 40]",37,"[{'rank': '1등', 'winners': '10,417,964,700원', 'prize_amount': '3', 'winners_per_prize': '3472654900.00000000'}, {'rank': '2등', 'winners': '1,736,327,472원', 'prize_amount': '44', 'winners_per_prize': '39461988.00000000'}, {'rank': '3등', 'winners': '1,736,328,216원', 'prize_amount': '1,382', 'winners_per_prize': '1256388.00000000'}, {'rank': '4등', 'winners': '3,472,680,348원', 'prize_amount': '68,247', 'winners_per_prize': '50884.00000000'}, {'rank': '5등', 'winners': '5,462,640,000원', 'prize_amount': '1,092,528', 'winners_per_prize': '5000.00000000'}]",2009년 10월 10일 추첨
359,"[1, 10, 19, 20, 24, 40]",23,"[{'rank': '1등', 'winners': '10,293,700,800원', 'prize_amount': '8', 'winners_per_prize': '1286712600.00000000'}, {'rank': '2등', 'winners': '1,715,616,814원', 'prize_amount': '37', 'winners_per_prize': '46368022.00000000'}, {'rank': '3등', 'winners': '1,715,617,656원', 'prize_amount': '1,656', 'winners_per_prize': '1036001.00000000'}, {'rank': '4등', 'winners': '3,431,256,626원', 'prize_amount': '73,283', 'winners_per_prize': '46822.00000000'}, {'rank': '5등', 'winners': '5,487,960,000원', 'prize_amount': '1,097,592', 'winners_per_prize': '5000.00000000'}]",2009년 10월 17일 추첨
360,"[4, 16, 23, 25, 35, 40]",27,"[{'rank': '1등', 'winners': '10,700,148,600원', 'prize_amount': '3', 'winners_per_prize': '3566716200.00000000'}, {'rank': '2등', 'winners': '1,783,358,115원', 'prize_amount': '33', 'winners_per_prize': '54041155.00000000'}, {'rank': '3등', 'winners': '1,783,358,320원', 'prize_amount': '1,208', 'winners_per_prize': '1476290.00000000'}, {'rank': '4등', 'winners': '3,566,732,229원', 'prize_amount': '60,311', 'winners_per_prize': '59139.00000000'}, {'rank': '5등', 'winners': '5,025,935,000원', 'prize_amount': '1,005,187', 'winners_per_prize': '5000.00000000'}]",2009년 10월 24일 추첨
361,"[5, 10, 16, 24, 27, 35]",33,"[{'rank': '1등', 'winners': '10,311,805,805원', 'prize_amount': '7', 'winners_per_prize': '1473115115.00000000'}, {'rank': '2등', 'winners': '1,718,634,312원', 'prize_amount': '34', 'winners_per_prize': '50548068.00000000'}, {'rank': '3등', 'winners': '1,718,634,379원', 'prize_amount': '1,463', 'winners_per_prize': '1174733.00000000'}, {'rank': '4등', 'winners': '3,437,323,533원', 'prize_amount': '67,347', 'winners_per_prize': '51039.00000000'}, {'rank': '5등', 'winners': '5,344,995,000원', 'prize_amount': '1,068,999', 'winners_per_prize': '5000.00000000'}]",2009년 10월 31일 추첨
362,"[2, 3, 22, 27, 30, 40]",29,"[{'rank': '1등', 'winners': '10,376,547,900원', 'prize_amount': '6', 'winners_per_prize': '1729424650.00000000'}, {'rank': '2등', 'winners': '1,729,424,658원', 'prize_amount': '26', 'winners_per_prize': '66516333.00000000'}, {'rank': '3등', 'winners': '1,729,425,453원', 'prize_amount': '1,173', 'winners_per_prize': '1474361.00000000'}, {'rank': '4등', 'winners': '3,458,884,604원', 'prize_amount': '56,798', 'winners_per_prize': '60898.00000000'}, {'rank': '5등', 'winners': '4,873,935,000원', 'prize_amount': '974,787', 'winners_per_prize': '5000.00000000'}]",2009년 11월 07일 추첨
363,"[11, 12, 14, 21, 32, 38]",6,"[{'rank': '1등', 'winners': '10,463,642,400원', 'prize_amount': '4', 'winners_per_prize': '2615910600.00000000'}, {'rank': '2등', 'winners': '1,743,940,407원', 'prize_amount': '33', 'winners_per_prize': '52846679.00000000'}, {'rank': '3등', 'winners': '1,743,940,992원', 'prize_amount': '1,216', 'winners_per_prize': '1434162.00000000'}, {'rank': '4등', 'winners': '3,487,888,072원', 'prize_amount': '59,672', 'winners_per_prize': '58451.00000000'}, {'rank': '5등', 'winners': '4,992,570,000원', 'prize_amount': '998,514', 'winners_per_prize': '5000.00000000'}]",2009년 11월 14일 추첨
364,"[2, 5, 7, 14, 16, 40]",4,"[{'rank': '1등', 'winners': '10,127,659,200원', 'prize_amount': '4', 'winners_per_prize': '2531914800.00000000'}, {'rank': '2등', 'winners': '1,687,943,219원', 'prize_amount': '37', 'winners_per_prize': '45620087.00000000'}, {'rank': '3등', 'winners': '1,687,943,818원', 'prize_amount': '1,259', 'winners_per_prize': '1340702.00000000'}, {'rank': '4등', 'winners': '3,375,940,095원', 'prize_amount': '63,195', 'winners_per_prize': '53421.00000000'}, {'rank': '5등', 'winners': '5,216,570,000원', 'prize_amount': '1,043,314', 'winners_per_prize': '5000.00000000'}]",2009년 11월 21일 추첨
365,"[5, 15, 21, 25, 26, 30]",31,"[{'rank': '1등', 'winners': '10,697,716,800원', 'prize_amount': '1', 'winners_per_prize': '10697716800.00000000'}, {'rank': '2등', 'winners': '1,782,952,815원', 'prize_amount': '35', 'winners_per_prize': '50941509.00000000'}, {'rank': '3등', 'winners': '1,782,953,338원', 'prize_amount': '1,181', 'winners_per_prize': '1509698.00000000'}, {'rank': '4등', 'winners': '3,565,964,232원', 'prize_amount': '62,472', 'winners_per_prize': '57081.00000000'}, {'rank': '5등', 'winners': '5,073,505,000원', 'prize_amount': '1,014,701', 'winners_per_prize': '5000.00000000'}]",2009년 11월 28일 추첨
366,"[5, 12, 19, 26, 27, 44]",38,"[{'rank': '1등', 'winners': '10,703,107,800원', 'prize_amount': '2', 'winners_per_prize': '5351553900.00000000'}, {'rank': '2등', 'winners': '1,783,851,303원', 'prize_amount': '39', 'winners_per_prize': '45739777.00000000'}, {'rank': '3등', 'winners': '1,783,851,762원', 'prize_amount': '1,617', 'winners_per_prize': '1103186.00000000'}, {'rank': '4등', 'winners': '3,567,704,107원', 'prize_amount': '71,467', 'winners_per_prize': '49921.00000000'}, {'rank': '5등', 'winners': '5,142,570,000원', 'prize_amount': '1,028,514', 'winners_per_prize': '5000.00000000'}]",2009년 12월 05일 추첨
367,"[3, 22, 25, 29, 32, 44]",19,"[{'rank': '1등', 'winners': '11,072,156,102원', 'prize_amount': '7', 'winners_per_prize': '1581736586.00000000'}, {'rank': '2등', 'winners': '1,845,359,386원', 'prize_amount': '37', 'winners_per_prize': '49874578.00000000'}, {'rank': '3등', 'winners': '1,845,359,889원', 'prize_amount': '1,049', 'winners_per_prize': '1759161.00000000'}, {'rank': '4등', 'winners': '3,690,732,096원', 'prize_amount': '55,158', 'winners_per_prize': '66912.00000000'}, {'rank': '5등', 'winners': '4,776,060,000원', 'prize_amount': '955,212', 'winners_per_prize': '5000.00000000'}]",2009년 12월 12일 추첨
368,"[11, 21, 24, 30, 39, 45]",26,"[{'rank': '1등', 'winners': '10,260,775,805원', 'prize_amount': '7', 'winners_per_prize': '1465825115.00000000'}, {'rank': '2등', 'winners': '1,710,129,314원', 'prize_amount': '38', 'winners_per_prize': '45003403.00000000'}, {'rank': '3등', 'winners': '1,710,129,845원', 'prize_amount': '1,195', 'winners_per_prize': '1431071.00000000'}, {'rank': '4등', 'winners': '3,420,311,400원', 'prize_amount': '57,581', 'winners_per_prize': '59400.00000000'}, {'rank': '5등', 'winners': '4,771,730,000원', 'prize_amount': '954,346', 'winners_per_prize': '5000.00000000'}]",2009년 12월 19일 추첨
369,"[17, 20, 35, 36, 41, 43]",21,"[{'rank': '1등', 'winners': '11,053,066,500원', 'prize_amount': '6', 'winners_per_prize': '1842177750.00000000'}, {'rank': '2등', 'winners': '1,842,177,759원', 'prize_amount': '31', 'winners_per_prize': '59425089.00000000'}, {'rank': '3등', 'winners': '1,842,178,871원', 'prize_amount': '1,157', 'winners_per_prize': '1592203.00000000'}, {'rank': '4등', 'winners': '3,684,358,852원', 'prize_amount': '59,383', 'winners_per_prize': '62044.00000000'}, {'rank': '5등', 'winners': '4,936,360,000원', 'prize_amount': '987,272', 'winners_per_prize': '5000.00000000'}]",2009년 12월 26일 추첨
370,"[16, 18, 24, 42, 44, 45]",17,"[{'rank': '1등', 'winners': '11,752,593,601원', 'prize_amount': '7', 'winners_per_prize': '1678941943.00000000'}, {'rank': '2등', 'winners': '1,958,765,600원', 'prize_amount': '32', 'winners_per_prize': '61211425.00000000'}, {'rank': '3등', 'winners': '1,958,766,368원', 'prize_amount': '1,168', 'winners_per_prize': '1677026.00000000'}, {'rank': '4등', 'winners': '3,917,580,849원', 'prize_amount': '60,549', 'winners_per_prize': '64701.00000000'}, {'rank': '5등', 'winners': '5,293,670,000원', 'prize_amount': '1,058,734', 'winners_per_prize': '5000.00000000'}]",2010년 01월 02일 추첨
371,"[7, 9, 15, 26, 27, 42]",18,"[{'rank': '1등', 'winners': '10,668,913,801원', 'prize_amount': '7', 'winners_per_prize': '1524130543.00000000'}, {'rank': '2등', 'winners': '1,778,152,313원', 'prize_amount': '29', 'winners_per_prize': '61315597.00000000'}, {'rank': '3등', 'winners': '1,778,152,560원', 'prize_amount': '1,201', 'winners_per_prize': '1480560.00000000'}, {'rank': '4등', 'winners': '3,556,333,132원', 'prize_amount': '62,102', 'winners_per_prize': '57266.00000000'}, {'rank': '5등', 'winners': '5,140,060,000원', 'prize_amount': '1,028,012', 'winners_per_prize': '5000.00000000'}]",2010년 01월 09일 추첨
372,"[8, 11, 14, 16, 18, 21]",13,"[{'rank': '1등', 'winners': '10,733,338,800원', 'prize_amount': '9', 'winners_per_prize': '1192593200.00000000'}, {'rank': '2등', 'winners': '1,788,889,801원', 'prize_amount': '37', 'winners_per_prize': '48348373.00000000'}, {'rank': '3등', 'winners': '1,788,889,824원', 'prize_amount': '1,368', 'winners_per_prize': '1307668.00000000'}, {'rank': '4등', 'winners': '3,577,784,904원', 'prize_amount': '62,564', 'winners_per_prize': '57186.00000000'}, {'rank': '5등', 'winners': '5,194,635,000원', 'prize_amount': '1,038,927', 'winners_per_prize': '5000.00000000'}]",2010년 01월 16일 추첨
373,"[15, 26, 37, 42, 43, 45]",9,"[{'rank': '1등', 'winners': '11,167,204,500원', 'prize_amount': '4', 'winners_per_prize': '2791801125.00000000'}, {'rank': '2등', 'winners': '1,861,200,773원', 'prize_amount': '29', 'winners_per_prize': '64179337.00000000'}, {'rank': '3등', 'winners': '1,861,201,250원', 'prize_amount': '1,117', 'winners_per_prize': '1666250.00000000'}, {'rank': '4등', 'winners': '3,722,407,381원', 'prize_amount': '57,659', 'winners_per_prize': '64559.00000000'}, {'rank': '5등', 'winners': '4,935,525,000원', 'prize_amount': '987,105', 'winners_per_prize': '5000.00000000'}]",2010년 01월 23일 추첨
374,"[11, 13, 15, 17, 25, 34]",26,"[{'rank': '1등', 'winners': '11,057,435,700원', 'prize_amount': '2', 'winners_per_prize': '5528717850.00000000'}, {'rank': '2등', 'winners': '1,842,905,952원', 'prize_amount': '27', 'winners_per_prize': '68255776.00000000'}, {'rank': '3등', 'winners': '1,842,906,510원', 'prize_amount': '1,398', 'winners_per_prize': '1318245.00000000'}, {'rank': '4등', 'winners': '3,685,817,376원', 'prize_amount': '69,786', 'winners_per_prize': '52816.00000000'}, {'rank': '5등', 'winners': '5,611,600,000원', 'prize_amount': '1,122,320', 'winners_per_prize': '5000.00000000'}]",2010년 01월 30일 추첨
375,"[4, 8, 19, 25, 27, 45]",7,"[{'rank': '1등', 'winners': '11,068,988,406원', 'prize_amount': '7', 'winners_per_prize': '1581284058.00000000'}, {'rank': '2등', 'winners': '1,844,831,436원', 'prize_amount': '42', 'winners_per_prize': '43924558.00000000'}, {'rank': '3등', 'winners': '1,844,832,158원', 'prize_amount': '1,279', 'winners_per_prize': '1442402.00000000'}, {'rank': '4등', 'winners': '3,689,671,457원', 'prize_amount': '64,951', 'winners_per_prize': '56807.00000000'}, {'rank': '5등', 'winners': '5,484,155,000원', 'prize_amount': '1,096,831', 'winners_per_prize': '5000.00000000'}]",2010년 02월 06일 추첨
376,"[1, 11, 13, 24, 28, 40]",7,"[{'rank': '1등', 'winners': '11,741,494,800원', 'prize_amount': '6', 'winners_per_prize': '1956915800.00000000'}, {'rank': '2등', 'winners': '1,956,915,849원', 'prize_amount': '51', 'winners_per_prize': '38370899.00000000'}, {'rank': '3등', 'winners': '1,956,915,900원', 'prize_amount': '1,411', 'winners_per_prize': '1386900.00000000'}, {'rank': '4등', 'winners': '3,913,854,750원', 'prize_amount': '69,450', 'winners_per_prize': '56355.00000000'}, {'rank': '5등', 'winners': '5,759,390,000원', 'prize_amount': '1,151,878', 'winners_per_prize': '5000.00000000'}]",2010년 02월 13일 추첨
377,"[6, 22, 29, 37, 43, 45]",23,"[{'rank': '1등', 'winners': '11,736,256,200원', 'prize_amount': '3', 'winners_per_prize': '3912085400.00000000'}, {'rank': '2등', 'winners': '1,956,042,704원', 'prize_amount': '22', 'winners_per_prize': '88911032.00000000'}, {'rank': '3등', 'winners': '1,956,042,886원', 'prize_amount': '1,198', 'winners_per_prize': '1632757.00000000'}, {'rank': '4등', 'winners': '3,912,087,664원', 'prize_amount': '58,733', 'winners_per_prize': '66608.00000000'}, {'rank': '5등', 'winners': '5,048,790,000원', 'prize_amount': '1,009,758', 'winners_per_prize': '5000.00000000'}]",2010년 02월 20일 추첨
378,"[5, 22, 29, 31, 34, 39]",43,"[{'rank': '1등', 'winners': '11,588,491,200원', 'prize_amount': '5', 'winners_per_prize': '2317698240.00000000'}, {'rank': '2등', 'winners': '1,931,415,210원', 'prize_amount': '30', 'winners_per_prize': '64380507.00000000'}, {'rank': '3등', 'winners': '1,931,415,284원', 'prize_amount': '1,124', 'winners_per_prize': '1718341.00000000'}, {'rank': '4등', 'winners': '3,862,857,978원', 'prize_amount': '59,742', 'winners_per_prize': '64659.00000000'}, {'rank': '5등', 'winners': '5,119,330,000원', 'prize_amount': '1,023,866', 'winners_per_prize': '5000.00000000'}]",2010년 02월 27일 추첨
379,"[6, 10, 22, 31, 35, 40]",19,"[{'rank': '1등', 'winners': '11,192,998,502원', 'prize_amount': '7', 'winners_per_prize': '1598999786.00000000'}, {'rank': '2등', 'winners': '1,865,499,795원', 'prize_amount': '71', 'winners_per_prize': '26274645.00000000'}, {'rank': '3등', 'winners': '1,865,500,780원', 'prize_amount': '1,342', 'winners_per_prize': '1390090.00000000'}, {'rank': '4등', 'winners': '3,731,000,064원', 'prize_amount': '62,084', 'winners_per_prize': '60096.00000000'}, {'rank': '5등', 'winners': '5,113,845,000원', 'prize_amount': '1,022,769', 'winners_per_prize': '5000.00000000'}]",2010년 03월 06일 추첨
380,"[1, 2, 8, 17, 26, 37]",27,"[{'rank': '1등', 'winners': '10,737,099,300원', 'prize_amount': '4', 'winners_per_prize': '2684274825.00000000'}, {'rank': '2등', 'winners': '1,789,516,554원', 'prize_amount': '42', 'winners_per_prize': '42607537.00000000'}, {'rank': '3등', 'winners': '1,789,517,472원', 'prize_amount': '1,464', 'winners_per_prize': '1222348.00000000'}, {'rank': '4등', 'winners': '3,579,058,956원', 'prize_amount': '77,583', 'winners_per_prize': '46132.00000000'}, {'rank': '5등', 'winners': '5,687,020,000원', 'prize_amount': '1,137,404', 'winners_per_prize': '5000.00000000'}]",2010년 03월 13일 추첨
381,"[1, 5, 10, 12, 16, 20]",11,"[{'rank': '1등', 'winners': '10,749,039,005원', 'prize_amount': '19', 'winners_per_prize': '565738895.00000000'}, {'rank': '2등', 'winners': '1,791,506,554원', 'prize_amount': '62', 'winners_per_prize': '28895267.00000000'}, {'rank': '3등', 'winners': '1,791,507,445원', 'prize_amount': '1,981', 'winners_per_prize': '904345.00000000'}, {'rank': '4등', 'winners': '3,583,059,840원', 'prize_amount': '82,120', 'winners_per_prize': '43632.00000000'}, {'rank': '5등', 'winners': '6,056,490,000원', 'prize_amount': '1,211,298', 'winners_per_prize': '5000.00000000'}]",2010년 03월 20일 추첨
382,"[10, 15, 22, 24, 27, 42]",19,"[{'rank': '1등', 'winners': '11,080,049,400원', 'prize_amount': '6', 'winners_per_prize': '1846674900.00000000'}, {'rank': '2등', 'winners': '1,846,674,912원', 'prize_amount': '32', 'winners_per_prize': '57708591.00000000'}, {'rank': '3등', 'winners': '1,846,675,920원', 'prize_amount': '1,212', 'winners_per_prize': '1523660.00000000'}, {'rank': '4등', 'winners': '3,693,367,105원', 'prize_amount': '62,267', 'winners_per_prize': '59315.00000000'}, {'rank': '5등', 'winners': '5,233,895,000원', 'prize_amount': '1,046,779', 'winners_per_prize': '5000.00000000'}]",2010년 03월 27일 추첨
383,"[4, 15, 28, 33, 37, 40]",25,"[{'rank': '1등', 'winners': '10,789,566,300원', 'prize_amount': '3', 'winners_per_prize': '3596522100.00000000'}, {'rank': '2등', 'winners': '1,798,261,052원', 'prize_amount': '28', 'winners_per_prize': '64223609.00000000'}, {'rank': '3등', 'winners': '1,798,261,209원', 'prize_amount': '1,251', 'winners_per_prize': '1437459.00000000'}, {'rank': '4등', 'winners': '3,596,577,075원', 'prize_amount': '60,525', 'winners_per_prize': '59423.00000000'}, {'rank': '5등', 'winners': '5,050,915,000원', 'prize_amount': '1,010,183', 'winners_per_prize': '5000.00000000'}]",2010년 04월 03일 추첨
384,"[11, 22, 24, 32, 36, 38]",7,"[{'rank': '1등', 'winners': '10,976,202,600원', 'prize_amount': '3', 'winners_per_prize': '3658734200.00000000'}, {'rank': '2등', 'winners': '1,829,367,110원', 'prize_amount': '41', 'winners_per_prize': '44618710.00000000'}, {'rank': '3등', 'winners': '1,829,367,180원', 'prize_amount': '1,215', 'winners_per_prize': '1505652.00000000'}, {'rank': '4등', 'winners': '3,658,777,430원', 'prize_amount': '62,090', 'winners_per_prize': '58927.00000000'}, {'rank': '5등', 'winners': '5,150,800,000원', 'prize_amount': '1,030,160', 'winners_per_prize': '5000.00000000'}]",2010년 04월 10일 추첨
